,full_text,sentiment,emotion
490,ESTO ES LO QUE LE ESPERA A COLOMBIA 🇨🇴 SI PETRO GANA LAS ELECCIONES SU PROPIEDAD Y LA DE TODOS LOS COLOMBIANOS SERÁN QUEMADOS SUS PROPIEDADES  EXPROPIADAS OJO COLOMBIA 🇨🇴  https://t.co/FwhicXJj3D,negative,fear
532,"No había caído en cuenta que el lunes 30 de mayo es puente festivo, se pueden perjudicar las elecciones, por favor no viajen ese día, salgan a votar juiciosos que si no votan se monta Petro!! Pilas Colombia, a ser responsables!!",negative,sadness
159,"Estas elecciones son la Colombia buena y decente con #Fico vs un grupo de delincuentes comandados por @petrogustavo , asi de sencillito papa!",negative,anger
312,EN 'GESTOSO GLOBAL' LAS AMENAZAS DE MUERTE A GUSTAVO PETRO en la recta final rumbo a las Elecciones Presidenciales de Colombia con Angel Becassino Asesor de Campañas Políticas domingo desde Bogota 20:30hs por #AbyaYalaTelevision Los espero! https://t.co/YJp1qhZ2aY,neutral,fear
503,"@bpmacias @PaulaBayarte @InesAmarelo @JavierCBugarin @carlasamon 🇨🇴 Un posible atentado contra el candidato Gustavo Petro preocupa a Colombia a tres semanas de las elecciones. 🗳

https://t.co/u7OwKlgtiA https://t.co/4vI8OFEnwS",negative,sadness
323,"Como hace un estado @IvanDuque para permitir que todo un  pais este secuestrado por el paramilitarismo  y no hace nada
Contra los pobres, los estudiantes,  los campesinos y los líderes sociales pone toda la fueza @COMANDANTE_EJC 
Este próximo elecciones colombia dira no masURIBE https://t.co/aqwKO4LxuH",negative,sadness
551,@CNE_COLOMBIA No se roben las elecciones para favorecer al bandido guerrillero Petro.,negative,fear
142,"Una vez más, en la plaza Alfonso López ,tal como se había planeado ,la tarde de este viernes 6 de Mayo ,llegó a Valledupar @petrogustavo Máximo candidato a vencer en las próximas elecciones a la presidencia por Colombia. https://t.co/YYpzUWPN1C",neutral,anger
8,"@Margaritarosadf Nos llevó el putas, aunque aquí en Colombia también estamos en guerra y como seguramente Petro gana las elecciones vamos a estar peor y sobra decir por obra de quién",negative,sadness
32,Cuando son las elecciones en colombia ?,neutral,joy
616,"Cerca de 3 mil jurados de votación de la Registraduría están inhabilitados. 

La indagación fue adelantada por la Procuraduría ante las primarias de las elecciones presidenciales de Colombia. 
https://t.co/DrcoKxOTPs",neutral,sadness
6,Por fin lo dijo: Petro promete reanudar relaciones diplomáticas con Maduro si gana elecciones en Colombia https://t.co/x6tAhI8K0f,negative,anger
298,"Esta es la recopilación de los tarjetones de los últimos 28 años en el país. ¿Cuáles recuerda? 

#Elecciones2022 #ColombiaDecide 
https://t.co/7jcyCwQuni",neutral,joy
539,"@jarizabaletaf Pasan los dias ahí está  @Registraduria con el Registrador Alexander Vega qué horror y la @PGN_COL NADA hace
a 15 días de las Elecciones 
Presidenciales.
A pesar Dr Todo Tengo la conviction qué @FicoGutierrez es nuestro próximo Presidente de Colombia 2.022-2026",negative,anger
352,"@stendor @LaPullaOficial Un ""ladrón"" que no se robó un peso, eso es raro en Colombia, el que empieza el escándalo para que no se lleve el contrato es el mismo que se iba a ganar la supuesta coima, más raro, lo han aplazando por falta de pruebas en 3 ocasiones hasta llevarlo a fecha de elecciones, raro.",negative,anger
303,"@AlvaroUribeVel Terrorismo es lo que ud @AlvaroUribeVel ha sembrado en Colombia.
Desde su ascenso como mafioso hasta comprar dos elecciones como presidente.
Eso sí es verdadero terror
6402 recuerdelo esas veces hasta que le llegue la hora de la justicia.",negative,anger
236,".@odonnellmaria y @ertenembaum entrevistan a Francia Márquez, candidata a vicepresidenta en la fórmula de Gustavo Petro para las elecciones presidenciales de Colombia. La cita, este sábado a las 9 P.M. (Miami), 10 P.M. (Buenos Aires) en #Conecta2 https://t.co/nGPrGh6HUb",neutral,sadness
326,"Amor por Colombia ni que nada, sólo por la familia acá porque del resto este país no se saca con amor ni patriotismo. Toca es irse para no ser un muerto más, empezó la época de elecciones y en la Costa ya iniciaron, me duele 💔",negative,sadness
412,COLOMBIA NO HABÍA VISTO NUNCA UN PAYASO IGUAL. https://t.co/vfogIcbmmR,negative,anger
224,"El izquierdista Gustavo Petro, uno de los favoritos para las elecciones presidenciales de Colombia que se celebrarán a #Petro #reanudará #relacion #Venezuela finales de mes, dijo que de resultar ganador, reanudará las relaciones con Venezuela,

https://t.co/mai23eROOt https://t.co/bdtOmt3EfO",neutral,fear
134,"@CCSILVA86 @jlreales @Lolita_Celedon @petrogustavo Quien llena, llena antes, durante o despues del festival, eso no es nuevo para la campaña de Petro quien vienes desde las elecciones pasadas llenando plazas en toda Colombia.",positive,anger
198,"@GUSMALDONADOS @olgamariaruiza2 Peor aun, Tribunal niega medida cautelar de suspensión del Registrador considerando q en las elecciones de 13-M no hubo fraude...

Estamos llevaos del putas!!!

https://t.co/4TW1rz7IU5",negative,anger
442,"Petro promete reanudar relaciones diplomáticas con Maduro si gana elecciones en Colombia
#TalCual #ClaroyRaspao #AmigosDeNuevo 
https://t.co/Kpm7VZydwZ https://t.co/xyy0uPwwzZ",negative,sadness
190,"De aquí a 23 dias de elecciones 
Y con la ayuda de el clan del Golfo habrá un golpe de estado de toda las ffmm de Colombia.Policia,Ejercito,paramilitarismo, Y aguilas negras en general.todas ellas.unidas.Dios proteja a Colombia de tanto bandido en el poder.",neutral,sadness
86,"#ParoArmado nos afecta a todos está ola de violencia antes de elecciones , anhelo ver a mi colombia sin violencia , en paz , pero creo que es soñar despierto  😕",negative,sadness
470,"Y ustedes ¿Ya encontraron su #MatchPresidencial💜Lo pueden hacer acá: https://t.co/0E1tZKypTK

¡Nos gustaría saber quién es su candidato ideal! 
Los leemos en los comentarios 👇 https://t.co/H11SB9EsBV",positive,joy
282,"#6May | El izquierdista Gustavo Petro, uno de los favoritos para las elecciones presidenciales de Colombia que se celebrarán a finales de mes, dijo que de resultar ganador, reanudará las relaciones con Venezuela, rotas desde el 23 de febrero de 2019. https://t.co/kwuU5ZjHa2",negative,joy
534,"Gracias a los Acuerdos de paz de La Habana en 2018 Colombia tuvo las elecciones más pacíficas de su historia. 

Uribismo nos devolvió a elecciones en medio de guerra, paros armados y violaciones masivas a los ddhh.",negative,sadness
175,"@Registraduria @PGN_COL @CGR_Colombia @moecolombia Muy buenas garantias, dan el soporte de que quieren brindar un buen servicio y seguridad en las próximas elecciones, para que por fin todos los Colombianos se animen a ser parte de una nueva Colombia",positive,joy
278,"El bachiller Ernesto Macías, alertando sobre el robo de las elecciones, como no pudo esquilar más, acostumbrado a  comprar votos y conciencia, como todo Uberrimominista rastreros son los costreñidores, atemorizar es constancia, Colombia desperto por la Vida",negative,anger
491,Ya se está fraguando y activando el aplazamiento de las elecciones del 29 de mayo y la señal del golpe de estado al futuro presidente de Colombia @petrogustavo https://t.co/8QAY3qoSZA,negative,sadness
476,"El robo de las elecciones ya está consumado

@petrogustavo #PactoDeLaPicota frentes judiciales @asonaloficial @Registraduria @CNE_COLOMBIA @fecode tienen todo listo 

https://t.co/mCQRwNyUGS",negative,fear
237,Colombia | Petro anuncia que si gana restablecerá las relaciones diplomáticas y consulares con Venezuela @InfoNodal https://t.co/X5FawyQTTi,neutral,fear
15,"Rodolfo Hernández: “Fajardo como que ya pasó a la historia”. 
https://t.co/TNKkWRoArj

#Elecciones2022 #ColombiaDecide https://t.co/Nsxju7udkn",neutral,joy
87,"@davoelbravo @CARLOSFMEJIA @el82ye78 @infopresidencia @FiscaliaCol @PGN_COL @CNE_COLOMBIA Por qué cree que no hacen nada, por la sencilla razón que no hay nada, no existen evidencias, perdieron las elecciones.",negative,anger
234,"La minería es uno de los temas en la agenda de los candidatos a la Presidencia de la República de Colombia
https://t.co/S6fD8ufutt",neutral,joy
187,@LaNocheNTN24 @LuisGPerezCasas @CGurisattiNTN24 Bla bla bla … nos van a robar las elecciones de mayo . Ojo Colombia 🇨🇴 no estoy de acuerdo con el fallo. No hay justicia,negative,anger
374,"https://t.co/KXwMVRujE7 recomendado, votemos a conciencia. Este app que saco @elespectador le ayuda a ver como sus posiciones se alinean con su candidato. 1/3 #eleccionescolombia2022 #elecciones #colombia",neutral,anger
382,"@CoronelBillKil1 El tipo más demócrata de Colombia es Petro. No solo le robaron las elecciones de hace 4 años ,sino que el estamento no se ha encargado sino de perseguirlo con sanciones y faltas investigaciones. Todo lo ha ganado Petro",positive,sadness
184,"Petro promete reanudar relaciones diplomáticas con Maduro si gana elecciones en Colombia
#TalCual #ClaroyRaspao #AmigosDeNuevo 
https://t.co/Kpm7VZPOox https://t.co/FFUdOj0IIN",negative,joy
388,"Luis Pérez se caracteriza por tener un estilo de ropa colorida y a la medida. En este capítulo de #ElHilo le contamos qué comunica con las prendas que usa el candidato.
https://t.co/BQkQzsF1Mu

#Elecciones2022 #ColombiaDecide https://t.co/qSKzzQgQn2",neutral,sadness
466,@Abogado_JorgeEH @dica7810 @Jesus74502271 @FicoGutierrez ¿En qué país vive?¿Habla de las elecciones en Colombia?,neutral,sadness
500,"Sin importar la orilla política en la que se esté, es preciso reconocer que Álvaro Uribe ha sido el que les dio forma a los últimos 20 años de la política colombiana. 

#ContenidoPremiumEE #Elecciones2022 
https://t.co/tVxPTMLkC2",neutral,anger
416,@ozuismysenpai Pillá https://t.co/fnZFeKA3fz,neutral,joy
367,"⚠️🇨🇴A 23 días de la Primera Vuelta  siguen apareciendo PRUEBAS del descomunal fraude en elecciones al Congreso y no pasa nada. Señores @infopresidencia @FiscaliaCol @PGN_COL @CNE_COLOMBIA ¡Si no actúan se robarán también las presidenciales! 
#ExigimosEleccionesTransparentes 🇨🇴 https://t.co/a3jbnGSN0V",negative,fear
259,"El Colombiano: Elecciones al mando de Vega tuvieron deficiencias que requieren correctivos: Tribunal tras negar su suspensión.
https://t.co/EBwpUU4GkD

a través de @GoogleNews",negative,sadness
39,"A pocas semanas de las elecciones presidenciales en Colombia, el internacionalista argentino Juan Pablo de María dialogó con GPS Internacional para analizar las perspectivas en torno a las implicaciones de una eventual victoria de Petro para la integración latinoamericana.",neutral,joy
378,@JulianFMartinez @DNP_Colombia @aleboterob Estaban esperando el momento preciso. Las elecciones.,neutral,sadness
21,"🇨🇴 Después de todo el manto de dudas y fraudes de las pasadas elecciones en #Colombia, que confianza produce las votaciones del 29 de Mayo??
/RT",negative,anger
541,"Las preguntas de #MatchPresidencial fueron diseñadas específicamente para el contexto político actual en Colombia de cara a las elecciones presidenciales en 2022.

#Elecciones2022  #ColombiaDecide 

https://t.co/nmnB4UprVU",neutral,sadness
327,Es una ventaja que las elecciones del congreso en Colombia fueran primero que las presidenciales porque hoy si estariamos sin opciones de denunciar el fraude tan descarado que se presentó. Fuera el registrador o nos vamos a la M...,negative,fear
620,"@Registraduria @PGN_COL @CGR_Colombia @moecolombia Una pregunta

¿El es quien capacito a los jurados de votación del Pacto Histórico para que pudiera votar 2 veces y así ""democratizar"" con el registrador,  Indra y Petro las elecciones al Congreso? 

#RegistraduriaCorrupta 
#TibisayVegaRenuncie 
#RegistradorRenuncie",negative,anger
275,@lcvelez #ElRiesgoEs sin lugar a ninguna duda @Registraduria y el @CNE_COLOMBIA se van a robar las elecciones,negative,anger
276,Las reglas del juego político que estableció la Constitución de 1991 debilitaron el sistema bipartidista y trajo un revolcón que favoreció a un sistema caudillista que hasta hoy se siente. https://t.co/tVxPTMLSrA,negative,sadness
377,@MONYRODRIGUEZOF Ojalá que petrochanda se alejé de la política cuando pierda las elecciones.por que Colombia siempre será y ganará la Democracia.,negative,anger
149,"El candidato a la Presidencia de Colombia por el Pacto Histórico, Gustavo Petro, anunció este viernes que retomará las relaciones diplomáticas con Venezuela si gana las elecciones y llega a la jefatura del Estado, informó el periódico local El Tiempo. (RT) https://t.co/AKl1lblBuO",neutral,joy
17,"Que tristeza que @PGN_COL @FiscaliaCol @RamaJudicialCol @MinInterior NO puedan sacar a  mag @CNE_COLOMBIA Alexander Vega @Registraduria y estén sometidos a un delincuente @petrogustavo, #Colombia merece explicación bodrio elecciones y candidato que se alia con mafias y narcos.",negative,sadness
405,Petro promete reanudar relaciones diplomáticas con Maduro si gana elecciones en Colombia #TalCual #ClaroyRaspao #AmigosDeNuevo https://t.co/jlVNjUzyVg,negative,anger
204,"Una vida digna y sin violencia, esa definición utópica del buen vivir no se ha visto JAMÁS en colombia;  ahora a días de las elecciones que podrían generar un verdadero CAMBIO aparece el malafortunado paro armado. Nos quedamos sin VERDAD y ahora con MIEDO. #ParoArmado #Otoniel",negative,fear
602,Cucuteños petristas e Idiotas Útiles para Venezuela... 😂🤣 #fico #petro #FueraPetro #fueraextremaizquierda #Colombia #Elecciones https://t.co/2KKVPTzaVU,negative,anger
114,"@NHolhuin @alezandrazam72 Modelo de Tutela que busca dar ""Tranquilidad"" Para las Elecciones Presidenciales del #29Mayo 2022 en #Colombia 
https://t.co/DRb5uWlUa3",neutral,joy
269,"Además, los gráficos y mapas electorales demuestran la importancia electoral que tiene el centro del país, ante la densidad poblacional y la tradición de salir a votar. https://t.co/tVxPTMLkC2",positive,joy
152,"El 29 de mayo hay elecciones presidenciales en Colombia.
Gustavo Petro, candidato de izquierda, va primero en las encuestas y debe dar sus discursos con chaleco antibalas y rodeado de escudos. Las parapoliciales y del narco quieren asesinarlo. Ya asesinaron a muchos dirigentes. https://t.co/Q7Z4r155OO",negative,anger
196,@_21jordig @petrogustavo @FranciaMarquezM @petrogustavo y @FranciaMarquezM presidente y vicepresidente de Colombia. Elecciones 2022.,neutral,joy
568,"@CARLOSFMEJIA @infopresidencia @FiscaliaCol @PGN_COL @CNE_COLOMBIA ¿Fraude?
Buscan fraude donde no lo hay 
A lo Donald Trump
¿Que es lo que vienes?
¿Los borregos burribistas asaltando al congreso si pierden las elecciones?",negative,fear
65,"@montanertwiter Te pido que ores con todo tu corazón por el bien de Colombia, para que no nos caigamos en desgracia en las próximas elecciones. Gracias 🙏🏼",positive,joy
605,"AMÉRICA LATINA
Golpe al uribismo y avance de la izquierda
a semanas de las elecciones en Colombia - 
https://t.co/DsJ3kKO3b6",positive,joy
512,"@correawilly @CNE_COLOMBIA Leído los documentos provenientes de cada circunscripción territorial y de la internacional, se declaró el resultado de la Cámara por circunscripción internacional y se recibieron más de 1000 solicitudes y reclamaciones respecto de elecciones de Senado y Cámaras étnicas, …",neutral,sadness
81,"@MONYRODRIGUEZOF Piensan sabotear las elecciones, sospechoso si es a días de las elecciones y el ejército de Colombia nuestros héroes, brillan por su ausencia por algo será ...",negative,anger
290,"Les comparto publicación de mi artículo ""Elecciones Colombia 2022""en la Revista Argentina de Derecho Electoral. 
https://t.co/Ntm0DuF9Pc https://t.co/6sB6OXjzaA",neutral,joy
131,"Yo no tengo ni beneficios ni problemas derivados de las elecciones presidenciales en Colombia 2022.

Elijan a quien elijan, el 30 de mayo me toca ir a trabajar y el 8 de agosto creo que también.",neutral,anger
356,"Tienen todo listo para robarse las elecciones otra ves, ojo Colombia. https://t.co/toGqlfbrSX",negative,fear
465,Lo he analizado toda la mañana y verdaderamente la época de elecciones en Colombia es TERRORÍFICA.,negative,fear
608,"@NoticiasCaracol Es el colmo que Petroñero salió a decir que las victimas les va a hacer falta la declaración de otoniel, que descarado si las victimas en colombia la ultrajan y a los delincuentes los ponen en el Senado tan siquiera yendo a elecciones y quería salvar a otoniel con el cuento",negative,anger
584,Colombia: La amenaza del golpe y las elecciones  https://t.co/nY3rKAFBbL https://t.co/4lI1Pif9aF,negative,anger
525,"#ElRiesgoEs que se roben las elecciones, gane Petro y Colombia 🇨🇴 pierda la democracia!",negative,sadness
507,"@SANTAMARIAURIBE @Registraduria La Registraduría Colombia está manejada por el gobierno, así que si hay una organización criminal es del mismo gobierno, ahora que les ""salió el tiro por la culata"" es otra cosa. 
Así que cuál repetir elecciones, no sea cínico.",negative,fear
91,"@lauraro Yo vote por el NO y hoy siento que nos podría pasar lo mismo con las próximas elecciones si no actuamos unidos!!
Dejemos el odio irracional, aquí se trata es de salvar el presente y futuro de Colombia!
Quien más se une??",positive,anger
479,"@Marbelle30 Imagínense que Colombia está tan llevada del P... que petro ganará las próximas elecciones presidenciales, la gente está mamada, cansada del uribismo como les parece pues , en medio del desespero de siempre  lo mismo y nada de progreso,  prefieren la incertidumbre con petro .",negative,sadness
508,"Lo que me queda claro con este video es que los jurados de votación en las elecciones pasadas eran petristas.
Para las proximas elecciones presidenciales el @CNE_COLOMBIA y la @Registraduria debe garantizarnos que los jurados todos no sean de la izquierda.
#FicoUneAColombia https://t.co/jPUpwZzQCq",negative,anger
410,"@nicolaspetroB @petrogustavo Los paramilirares si que son brutos ignorantes, ven como los ha traicionado el uribismo y siguen arranchados sin querer un cambio en Colombia! Esperemos que el día de las elecciones no amenazen a los colombianos! Maldito uribismo nos tiene jodidos!",negative,anger
248,"Lo que dicen los candidatos presidenciales sobre el paro armado del Clan del Golfo.

https://t.co/uodCqXLivs https://t.co/ke7y5x6KYY",neutral,fear
193,"No. Y están en mora las autoridades para mostrar resultados contra los que votaron dos veces en las parlamentarias y el más de millón de votos que marcaron en corferias. Se van a robar las elecciones.

#ElRiesgoEs #QuienRespondePor #ColombiaDecide #Colombia #FicoPresidente2022 https://t.co/UsQPm1tvcH",negative,anger
549,"@MariaFdaCabal Fuera ""Indra"" de Colombia 🇨🇴 ha participado en el desarrollo de elecciones en  Noruega, Francia, Eslovenia, Portugal, Italia, Estados Unidos, Argentina,Bolivia Angola,Argentina, Colombia entre otros, ofreciendo todo tipo de servicios electorales pero a favor de la izquierda 👈",negative,sadness
364,"¿Cuántos votos necesitaron Duque y Petro para ir a segunda vuelta en 2018?
https://t.co/aS2FPlnbAU https://t.co/xddQRBZFYF",neutral,sadness
460,Procuraduría alerta que 2.925 jurados de votación están inhabilitados para elecciones Colombia via @ElColombiano https://t.co/lCdwAtuKoM,negative,anger
363,La. Justicia en colombia es una mierda. El registrador va a torcer las elecciones. Donde esta el presidente par aq suspendan. Retiren del cargo a ese perro https://t.co/l3ofo0FE2l,negative,fear
471,"@lafm @lcvelez @darcyquinnr 
Con esta mafia en la @Registraduria y el riesgo que me ROBEN.
Exijo el derecho a tomar foto o hacer video de mi votación el día de las elecciones.
@ProcuraduraCol1 @FiscaliaCol @CNE_COLOMBIA",negative,fear
626,"35 municipios, en seis departamentos, paralizados por paro armado del Clan del Golfo. 

Colombia, con la inflación más alta en 22 años.

Caos por Ley de garantías durante elecciones.

Benito lanzó disco de 23 canciones.

Taylor Swift estrena This Love TV, de su ya grammy 1989

🥵",negative,sadness
560,"🇨🇴 ¿Qué pasaría en un ballotage entre @petrogustavo
y @FicoGutierrez?

🔍 A un mes de las elecciones que definirán el futuro del país, le preguntamos a 3 mil colombianos y colombianas y este es el resultado  👇

https://t.co/Gsqqol98zk https://t.co/QDX164ZE9U",neutral,anger
263,"Petro promete reanudar relaciones diplomáticas con Maduro si gana elecciones en Colombia
#TalCual #ClaroyRaspao #AmigosDeNuevo 
https://t.co/Kpm7VZydwZ https://t.co/FiJfeEuXCa",neutral,joy
98,Que mierda que los favoritos a ganar las elecciones tengan todos escándalos de corrupcion XDD ay mi Colombia,negative,anger
287,"Si el Colombiano, no cambia su vision politica y gana Petro en las proximas elecciones, se jodio colombia.

Fin del comunicado",negative,fear
280,"Se acerca el día de las elecciones en #Colombia y como @petrogustavo ""El cacas"" sabe que no va pa'l baile entonces comienza a incendiar el país...",negative,anger
612,"¿Quién es ese candidato que defiende sus mismas ideas? 🧐

¡Descubralo en nuestro #MatchPresidencial! Una herramienta que creamos junto a @cifrasyconcepto y @elespectador para que el próximo 29 de mayo salga a votar por su candidato ideal. 

https://t.co/x1nxEYCfD7 https://t.co/78W2DyWiKB",neutral,joy
342,“Casi 3000 aspirantes a jurados de votación inhabilitados en Colombia” https://t.co/2MCo0SBpog #Elecciones ✍️ por @gabrielamor,neutral,anger
585,@PGuillermoSerra Por Colombia para que Dios tenga misericordia de nosotros y nos salve del socialismo en estas elecciones presidenciales,negative,fear
284,@CARLOSFMEJIA @infopresidencia @PGN_COL @FiscaliaCol @CNE_COLOMBIA Porque tienen las elecciones cuadradas para que gane el hampón de @petrogustavo como sea. Yo no creo en la @Registraduria ni en @IndraenColombia que tiene cuestionamientos de su software en otros países @lafm @lcvelez @rcnradio,negative,anger
423,#ColombiaDecide | Fajardo les respondió a quienes le piden un encuentro con Gustavo Petro https://t.co/5IhrL6apo4,neutral,sadness
27,"Un paro armado decretado por un puñado de delincuentes narcotraficantes tiene encerrada a la gente en sus casas a punta de terror. El gobierno de Iván Duque dejó a la población a su suerte, y a 20 días de elecciones lo único que tenemos es miedo. En Colombia todo está muy miedoso https://t.co/hlRUr5bJ9Q",negative,fear
295,"Si las Autoridades NO se pronuncian sobre las Millones de quejas que hay en Colombia, por el Presunto Fraude Electoral en las Elecciones a Congreso, entonces, NO existe ninguna Garantía sobre que las elecciones del 29 de Mayo sean en Derecho, controladas por el mismo Registrador.",negative,anger
533,"Colombia depende de renuncia/destitución de Alexander Vega de @Registraduria, y de auditoría imparcial que contrate @CNE_COLOMBIA (que lo dudo), fraude ocurrido en pasadas elecciones es de registrarlo en historia de Colombia, estas 2 instituciones dejan mucho que pensar.",negative,fear
430,"@jojojorge_ Aquí lo podés encontrar. 

https://t.co/GZQIklXmNZ",neutral,joy
389,"Estos son los tarjetones con los que Colombia ha votado a la presidencia en 28 años:

https://t.co/7jcyCwQuni",neutral,sadness
387,"Señores. @PGN_COL

El país reclama elecciones transparentes en primera vuelta presidencial el 29 de mayo.

Opinión. @PGN_COL @CNE_COLOMBIA @moecolombia https://t.co/ceSkMa0f3W",neutral,anger
595,Se han robado las elecciones del congreso !! @PGN_COL @CGR_Colombia @DELAESPRIELLAE  @FiscaliaCol y no va a pasar nada ???,negative,anger
572,"Esto es Colombia hace 50 años, Colombia hace una decada, Colombia todos los días. esto señoras y señores es Colombia a unos cuantos días de elecciones presidenciales en las que "" el candidato de la oposición "" lidera todas las encuestas y los corruptos de siempre no lo soportan. https://t.co/cfHiZMPhbF",negative,anger
375,"https://t.co/XgHuyrM1ZI 
#ElRiesgoEs QUE SE EXTIENDA EL #ParoArmado DE PETRO HASTA LAS ELECCIONES PARA EVITAR QUE COLOMBIA VOTE CONTRA PETRO

PERO, EL PARO ES DEL CLAN DEL GOLFO - OTONIEL

...

CLAN DEL GOLFO TRABAJA PAR EL CÁRTEL NARCOTERRORISTA FARC omunes

OSEA SI ES DE PETRO!",negative,joy
