,full_text,sentiment,emotion
505,"Senador da por sentado que se comete un flagrante  fraude en algo tan crítico para el futuro de Colombia como las elecciones del Congreso y no se puede hacer nada? Solo están ustedes para hablar legislar No deben dignificar, hacer respetar el Legislativo y defender la PatriaO NO? https://t.co/9beqop9fPU",negative,sadness
317,"Con esta ley, que se intentó modificar varias veces en anteriores contiendas, la intención principal era asegurar que las campañas electorales se llevaran a cabo en condiciones igualitarias y transparentes.

#Elecciones2022 #ColombiaDecide 
https://t.co/qRNy77hLm6",neutral,joy
377,@MONYRODRIGUEZOF Ojalá que petrochanda se alejé de la política cuando pierda las elecciones.por que Colombia siempre será y ganará la Democracia.,negative,anger
65,"@montanertwiter Te pido que ores con todo tu corazón por el bien de Colombia, para que no nos caigamos en desgracia en las próximas elecciones. Gracias 🙏🏼",positive,joy
279,@Diego_Molano @COL_EJERCITO @mindefensa @ArmadaColombia @FuerzaAereaCol @DirectorPolicia @FuerzasMilCol @IvanDuque @infopresidencia NARCOPARAURIBISMO GENOCIDA OPERANDO SINIESTRAMENTE EN LLAVE CON EL CLAN DEL GOLFO PARA METER MIEDO A COLOMBIA Y ROBARSE LAS ELECCIONES DEL 29 DE MAYO.,negative,anger
92,"Que sentirá el registrador nacional de Colombia que los ciudadanos no le tienen confianza en su trabajo que dejó que pasaran irregularidades en su misión y que su trabajo es oscuro por el montón de casos ilegales en las elecciones de congreso , las cortes mirando para otro lado.!",negative,anger
557,"https://t.co/GjKOUcumKE ""8 años de desolacion.masacres, desplazamientos,  despojos , hambruna generalizad;21 millones de colombianos con hambruna,sin salud,sin trabajo digno.Colapso total del uribismo.",negative,sadness
131,"Yo no tengo ni beneficios ni problemas derivados de las elecciones presidenciales en Colombia 2022.

Elijan a quien elijan, el 30 de mayo me toca ir a trabajar y el 8 de agosto creo que también.",neutral,anger
424,"@WRadioColombia @ernestomaciast Siiii señor, a eso es que apunta su Federico y su uribismo .. pero no le van a robar las elecciones a Gustavo Petro Próximo presidente de Colombia en primera vuelta !!! 💛💙♥️🇨🇴",negative,sadness
47,"¿Qué es la Ley de Garantías y por qué la Corte Constitucional tumbó su reforma?
https://t.co/ONIELKP4wg https://t.co/0KuEhWcVlz",neutral,fear
78,"En #QuímicaEnLaFórmula, la candidata Ingrid Betancourt contó qué tanto sabe de su fórmula, en el camino a la Presidencia de Colombia ⬇️ https://t.co/KTgkWN1G2H",neutral,joy
183,@BecerraGabo @heidy_up @AidaAvellaE @AlirioUribeMuoz @delmarpizarro @HERACLITOL @DavidRacero @petrogustavo @FranciaMarquezM @UP_Colombia Se activan los colectivos uribistas al ver perdidas las elecciones ajuaaaaaa #ParoArmado,negative,fear
577,"""El antiguo jefe d inteligencia militar venezolana ha afirmado tener información,sobre financiación por parte d Venezuela d campañas d Gustavo Petro,candidato d a la presidencia d Colombia en las próximas elecciones del 29 de mayo, que el político colombiano ha negado"" https://t.co/8lx78liOGE",negative,anger
401,"¿Qué es la Ley de Garantías y por qué la Corte Constitucional tumbó su reforma?

https://t.co/qRNy77hLm6",neutral,anger
336,"@supershadai @Registraduria Quien o que institución en Colombia atiende los reclamos al fraude electoral?
Porque no suspender a al registrador que ya la defeco en las elecciones de senado y camara.
Hay una desconfianza general en cuanto a las presidenciales.
Están provocando una respuesta violenta.",negative,sadness
72,"@FicoGutierrez La guajira solo es parte de Colombia en época de elecciones solamente 
Cuando llegan al poder ni se acuerdan",negative,anger
440,Petro promete reanudar relaciones diplomáticas con Maduro si gana elecciones en Colombia https://t.co/l70pcQRXYC,neutral,sadness
582,"Yo solo diré que Dios tenga piedad de Colombia en esas elecciones porque de verdad, nos va a llevar el que nos trajo.",negative,anger
49,Ojalá las elecciones en Colombia también se desarrollen en Paz. Pero hay territorios donde la guerra civil continua y hay presencia de Carteles de droga. El Ejército de Colombia es el responsable de garantizar condiciones a votantes,negative,anger
144,@NilsonJavierB @eliecer_e @CNE_COLOMBIA @moecolombia @DELAESPRIELLAE @AndresPastrana_ @PalomaValenciaL @RevistaSemana @CConstitucional @CorteSupremaJ @DefensoriaCol @USEmbassyBogota @felipesancheztv @consejodeestado Vega lo que debe es ir preso y anulación de esas elecciones.,negative,anger
479,"@Marbelle30 Imagínense que Colombia está tan llevada del P... que petro ganará las próximas elecciones presidenciales, la gente está mamada, cansada del uribismo como les parece pues , en medio del desespero de siempre  lo mismo y nada de progreso,  prefieren la incertidumbre con petro .",negative,sadness
349,"Me salió esto 😅

https://t.co/TJokUajStC",neutral,joy
600,"Ya hubo un FRAUDE en las elecciones al congreso que Favoreció al #PactoHistorico 

Se Advierte un fraude wn las próximas elecciones del 29 de Mayo.

¿Que esperan los entes de control para intervenir?

Señores @FiscaliaCol
@PGN_COL @CNE_COLOMBIA @PoliciaColombia https://t.co/s67ywJIM5W",negative,anger
589,"@petrogustavo Quieren hacer arder a Colombia como sea...y sabotear las elecciones,se unío toda la mafia politico-paramilitar con sus medios de comunicación y sus generales golpistas,alrededor de su patrón,no podemos ceder,Colombia va por el  cambio!!
@petrogustavo PRESIDENTE!!",negative,fear
299,“La Procuraduría General de Colombia descubrió que 2925 aspirantes a jurados de votación para las presidenciales del próximo 29 de mayo están inhabilitados para ejercer funciones públicas” https://t.co/2MCo0SBpog #Elecciones 🇨🇴 por @gabrielamor,negative,fear
191,"Sobre lo de RCN y el Ing… me cuesta pensar que este país me lleve a vivir el dicho de “piensa mal y acertarás” con todo el Histórico de la política, pero, seré la única con la duda de si en verdad fue matoneo o estrategia? 20 días antes de elecciones? Casualidades en Colombia?",negative,sadness
28,"Se me hace valioso compartir este párrafo en épocas de elecciones en Colombia. Si la educación va ser gratuíta, vale la pena cuestionarse ¿Qué tipo de educación? ¿Cómo se sostendrá? https://t.co/HVjEQfBgzY https://t.co/O1u3cygERQ",neutral,fear
343,"#Video ¿Cuántos votos necesitaron Duque y Petro para ir a segunda vuelta en 2018?

https://t.co/OhVfQMi6TU https://t.co/NmDDU27LFL",neutral,joy
125,En Colombia con las elecciones,neutral,joy
507,"@SANTAMARIAURIBE @Registraduria La Registraduría Colombia está manejada por el gobierno, así que si hay una organización criminal es del mismo gobierno, ahora que les ""salió el tiro por la culata"" es otra cosa. 
Así que cuál repetir elecciones, no sea cínico.",negative,fear
255,"@eduardomackenz1 @omarvmurcia El si sabe que hacer, se robara las elecciones en Colombia con el apoyo del narco comunismo internacional y todo el apoyo de la Registraduria, CNE, Las Cortés, las ias gubernamentales, prensa Prepago, no terminaría.",negative,anger
388,"Luis Pérez se caracteriza por tener un estilo de ropa colorida y a la medida. En este capítulo de #ElHilo le contamos qué comunica con las prendas que usa el candidato.
https://t.co/BQkQzsF1Mu

#Elecciones2022 #ColombiaDecide https://t.co/qSKzzQgQn2",neutral,sadness
348,"El 29 de mayo, serán 
Las Elecciones en Colombia. https://t.co/k01o3i9ero",neutral,sadness
291,"@NTN24ve pobre colombia, tan ignorante como lo fue venezuela en diversas elecciones..",negative,anger
89,"@MariaFdaCabal El @CNE_COLOMBIA  es de izquierda ,por eso la democracia de colombia esta en peligro...no tocan al registrador vega y se la pasan sacando encuestas chimbas donde gana el kk...nada q hacer no hay garantías ,nos van a robar las elecciones para montar a petro.",negative,sadness
67,"@OBJECONCIENCIA @HamonJairo @waldoalarconho1 @BeatrizCano25 @darimer_g @petrogustavo @Registraduria @CNE_COLOMBIA De que sirve que Colombia vote por @FicoGutierrez sí el Hampón @Registraduria nos va a robar Las próximas elecciones presidenciales con el apoyo de Tibisay Lucena colombiana @CNE_COLOMBIA @Doris_MendezC , ellos son aliados de Petro. @PGN_COL despierte, @FiscaliaCol adiós país.",negative,anger
172,@CARLOSFMEJIA @infopresidencia @FiscaliaCol @PGN_COL @CNE_COLOMBIA Quédese calladito porque como se solicite un reconteo de las pasadas elecciones a la presidencia el Títere le va bien mal,negative,anger
517,"Periódico de William Velez Sierra Match presidencial: descubra su candidato ideal para las elecciones en Colombia | El Espectador https://t.co/1nISuNbpGp, see more https://t.co/dMgANevJFy",neutral,joy
93,Las próximas elecciones en Colombia. Demócrata. https://t.co/MolYppvL8o,neutral,joy
97,@PGN_COL S.O.S. Colombia no podemos permitir que nos roben las elecciones. Viva @PalomaValenciaL gran patriota https://t.co/N9ro2Fy5fF,positive,joy
77,@PGN_COL @moecolombia @Transparente1co @MinInterior @CNE_COLOMBIA @IvanDuque @mluciaramirez @FiscaliaCol 🔴🔴QUÉ ESTÁN ESPERANDO PARA ACTUAR???  HAY SUFICIENTES PRUEBAS DE FRAUDE EL 13 DE MARZO!!🆘NO HAY GARANTÍAS PARA LAS ELECCIONES PRESIDENCIALES EN COLOMBIA‼️@Almagro_OEA2015 https://t.co/zgcvhu5HSj,negative,anger
31,"El criminal narcotraficante @IvanDuque busca con desespero crear estado de conmoción nacional que le permita suspender las elecciones presidenciales ante la innegable superioridad electoral del candidato @petrogustavo. El uribismo en #Colombia es capaz de cualquier cosa, ¡pilas! https://t.co/5afrk9TrQK",negative,anger
206,"@smilelalis Y entonces @FiscaliaCol @PGN_COL @CNE_COLOMBIA 

En que clase de miserable y peligroso show se convirtieron nuestras elecciones?",negative,anger
274,Las reglas del juego político que estableció la Constitución de 1991 debilitaron el sistema bipartidista y trajo un revolcón que favoreció a un sistema caudillista que hasta hoy se siente. https://t.co/tVxPTMLSrA,negative,anger
294,"#DiloConIndignación: ¿Para qué sirve el control previo y concomitante de la @CGR_Colombia? Estamos a 20 días de las elecciones y ya todos los contratos y dinero fueron entregados. ¿Qué va a pasar con esos recursos? Como ciudadanos tenemos que despertar, se ríen en nuestra cara. https://t.co/p2CP7sI0Sj",negative,anger
326,"Amor por Colombia ni que nada, sólo por la familia acá porque del resto este país no se saca con amor ni patriotismo. Toca es irse para no ser un muerto más, empezó la época de elecciones y en la Costa ya iniciaron, me duele 💔",negative,sadness
559,@MafeCarrascal Hola @MafeCarrascal que pena que nunca pudimos dialogar con usted sobre las elecciones en #Colombia. Ya encontraremos políticos que quieran hablar para la comunidad de colombianos en Ecuador que a sido siempre olvidada por el estado Colombiano.,negative,sadness
24,"Puedo apostar, que detrás de todo lo que está sucediendo hoy en Colombia, está la mano siniestra de un venezolano especializado en hacer ganar elecciones a la derecha Fascista.
El mismo que los hizo ganar con el NO a la paz.",negative,fear
142,"Una vez más, en la plaza Alfonso López ,tal como se había planeado ,la tarde de este viernes 6 de Mayo ,llegó a Valledupar @petrogustavo Máximo candidato a vencer en las próximas elecciones a la presidencia por Colombia. https://t.co/YYpzUWPN1C",neutral,anger
376,"""El uribismo intenta en una carrera contrarreloj sacar adelante en el Congreso una reforma de la ley de traspaso de poder para impedir a la izquierda acceder a información clasificada de seguridad nacional en el caso de llegar al poder"" https://t.co/Uy0NoJrcev vía @elsaltodiario",negative,sadness
404,"Petro promete reanudar relaciones diplomáticas con Maduro si gana elecciones en Colombia
#TalCual #ClaroyRaspao #AmigosDeNuevo 
https://t.co/Kpm7VZPOox https://t.co/KpaZYf7BID",negative,fear
7,El izquierdista Gustavo Petro lidera encuestas de cara a las presidenciales en Colombia https://t.co/tpk8aLcoE3 via @France24_es,negative,joy
549,"@MariaFdaCabal Fuera ""Indra"" de Colombia 🇨🇴 ha participado en el desarrollo de elecciones en  Noruega, Francia, Eslovenia, Portugal, Italia, Estados Unidos, Argentina,Bolivia Angola,Argentina, Colombia entre otros, ofreciendo todo tipo de servicios electorales pero a favor de la izquierda 👈",negative,sadness
307,@GralJuvenalDiaz NARCOPARAURIBISMO GENOCIDA Y CLAN DEL GOLFO TRABAJAN EN LLAVE PARA METER MIEDO A COLOMBIA Y ROBARSE LAS ELECCIONES EL 29 MAYO.,negative,anger
17,"Que tristeza que @PGN_COL @FiscaliaCol @RamaJudicialCol @MinInterior NO puedan sacar a  mag @CNE_COLOMBIA Alexander Vega @Registraduria y estén sometidos a un delincuente @petrogustavo, #Colombia merece explicación bodrio elecciones y candidato que se alia con mafias y narcos.",negative,sadness
180,A semanas de las elecciones en #Colombia ¿será que la ola progresista se extiende hacia el norte del sur? https://t.co/0r6fEbL6Ht,neutral,fear
475,"Petro dice que las elecciones se ganan con los jurados, el pueblo es lo de menos para los comunistas.
Los que cuentan los votos deciden presidente en Colombia, pasamos a ser un estado fallido desde que Santos entregó el país al terrorismo.",negative,fear
456,Colombia no se merece otras elecciones con este registrador. https://t.co/rO1GcxxYzi,negative,sadness
321,"@lcvelez @lafm @NoticiasRCN @rcnradio @NTN24 si todos  en colombia estamos viendo el peligro para elecciones que representa la registraduria , por que los entes de control no lo ven ?",negative,fear
190,"De aquí a 23 dias de elecciones 
Y con la ayuda de el clan del Golfo habrá un golpe de estado de toda las ffmm de Colombia.Policia,Ejercito,paramilitarismo, Y aguilas negras en general.todas ellas.unidas.Dios proteja a Colombia de tanto bandido en el poder.",neutral,sadness
122,@ANIABELLO_R @Karlaarcila tienen las elecciones cuadradas para que gane el hampón de @petrogustavo como sea.Yo no creo en la @Registraduria ni en @IndraenColombia que tiene cuestionamientos de su software en otros países pero la @CGR_Colombia @PGN_COL @CNE_COLOMBIA pasan de agache y no dicen ni hacen nada,negative,anger
231,"@SdrodriguezT PetroFarc está asustado porque sabe que el uribismo es una fuerza poderosa y ganaremos las elecciones, los bandidos mafiosos del Pacto de la Picota , jamás tendrán el poder, acabarían con Colombia .",negative,joy
102,"No les parece raro q a pocos días de las elecciones presidenciales en colombia extraditen un narcotraficante para ocultar la verdad, y como consecuencia de esto desencadena un paro armado en algunas regiones del país. Quieren salvar a colombia de Petro! Se necesita un cambio ya!!",negative,anger
196,@_21jordig @petrogustavo @FranciaMarquezM @petrogustavo y @FranciaMarquezM presidente y vicepresidente de Colombia. Elecciones 2022.,neutral,joy
471,"@lafm @lcvelez @darcyquinnr 
Con esta mafia en la @Registraduria y el riesgo que me ROBEN.
Exijo el derecho a tomar foto o hacer video de mi votación el día de las elecciones.
@ProcuraduraCol1 @FiscaliaCol @CNE_COLOMBIA",negative,fear
606,"#ElRiesgoEs perder la senda de crecimiento por la que va Colombia después de elecciones. El FMI, el Banco de la República y el Banco Mundial proyectan que nuestra economía sea una de las que más crezca en la región este año. Hay que cuidar la inversión y la productividad del pais",positive,joy
604,"Match presidencial: descubra su candidato ideal para las elecciones en Colombia | El Espectador #elEspectador

🚂#trendeconciencia
📺
👇 
https://t.co/14UgzE8rpJ via @PodcastAddict https://t.co/dFY6PvhhHS",neutral,joy
391,"Casi 3000 inscritos para ser jurados de votación en las elecciones presidenciales están inhabilitados, reveló la Procuraduría https://t.co/XhbXssLCnE",neutral,sadness
368,"@tinagus2000 Evidentemente la persecución judicial, la aceleración de cosas, las trabas del @cnegobec para la inscripción , el viaje de la fiscal a Colombia y el papel de otras instituciones influyeron en la victoria de Lasso. Al otro candidato lo desgastaron, mucha antes de las elecciones.",neutral,sadness
207,"@smilelalis Y entonces @FiscaliaCol @PGN_COL @CNE_COLOMBIA 

En que clase de miserable y peligroso show se convirtieron nuestras elecciones?",negative,anger
286,"De Manera Contundente, Exigimos la #Renuncia del Registrador ALEXANDER VEGA por los graves delitos en Elecciones del pasado 13 Marzo 22.

El @CNE_COLOMBIA, @moecolombia y las Cortes deben actuar ya mismo para generar confianza y brindar Garantías, de lo Contrario serán COMPLICES https://t.co/dsjs8ijwYA",negative,anger
